1,WpnNU baiKHApQLraylj!,0.19047619047619047
2,WpnNU baiKHApQLraylj!,0.19047619047619047
94,Hsppy bQrthday, zylj!,0.7619047619047619
95,Hsppy bQrthday, zylj!,0.7619047619047619
96,Hsppy bIrthday, zylj!,0.7619047619047619
97,Hsppy bQrthday, zylj!,0.7619047619047619
98,Hsppy barthday, zylj!,0.7619047619047619
99,Hsppy bQrthday, zylj!,0.7619047619047619
100,Hsppy bQrthday, zylj!,0.7619047619047619
101,Hsppy bQrthday, zylj!,0.7619047619047619
102,Htppy birthday, zylk!,0.8095238095238095
103,Htppy birthday, zylV!,0.8095238095238095
104,Htppy birthday, zylV!,0.8095238095238095
105,Htppy birthday, zylk!,0.8095238095238095
106,Htppy birthday, zylV!,0.8095238095238095
107,Htppy birthday, zylV!,0.8095238095238095
108,Hsppy bQrthday, zylj!,0.7619047619047619
109,Hsppy bQrthday, zylj!,0.7619047619047619
110,Hsppy bQrthday, zylj!,0.7619047619047619
111,Hsppy bQrthday, zmlj!,0.7619047619047619
112,Hsppy barthday, zmlj!,0.7619047619047619
113,Hsppy bQrthday, jNlj!,0.7619047619047619
114,HUppy blrthday, zSlx!,0.7619047619047619
115,Hsppy birthday, jNlj!,0.8095238095238095
116,Hsppy bQrthday,  ylj!,0.7619047619047619
117,Hfppy bQrthday, zylj!,0.7619047619047619
118,Hsppy bIrthday, zmlj!,0.7619047619047619
119,Hsppy bQrthday, zmlj!,0.7619047619047619
120,HUppy barthKay, nlle!,0.7619047619047619
121,Hsppy bQrthday, zmlj!,0.7619047619047619
122,Hsppy barthday, zylx!,0.7619047619047619
123,Hsppy bQrthday, zylh!,0.7619047619047619
124,Heppy barthday, zylh!,0.7619047619047619
125,Hsppy bIrthday, zmlj!,0.7619047619047619
126,Hvppy birthaay, xylj!,0.7619047619047619
127,Hvppy birthlay, xilj!,0.8095238095238095
128,Hsppy barthday, zKle!,0.8095238095238095
129,Hsppy barthday, zKle!,0.8095238095238095
130,Hsppy barthday, zKle!,0.8095238095238095
131,Hsppy bIrthday, zmlj!,0.7619047619047619
132,Hsppy bIrthday,  ylj!,0.7619047619047619
133,Hsppy bQrthday, zyle!,0.8095238095238095
134,Hsppy bQrthday, zyle!,0.8095238095238095
135,Hsppy bQrthday, zyle!,0.8095238095238095
136,Hsppy bQrthday, zyle!,0.8095238095238095
137,HUppy bQrthday, zyle!,0.8095238095238095
138,Hsppy bIrthday, zyle!,0.8095238095238095
139,Hsppy bIrthday, zyle!,0.8095238095238095
140,Hsppy bIrthday, zyle!,0.8095238095238095
141,Hsppy bQrthday, zyle!,0.8095238095238095
142,Hsppy bIrthday, zyle!,0.8095238095238095
143,Hsppy bIrthday, zyle!,0.8095238095238095
144,Hsppy bIrthday, zyle!,0.8095238095238095
145,Hsppy bQrthday, zyle!,0.8095238095238095
146,Hsppy bQrthday, zyle!,0.8095238095238095
147,Hsppy bIrthday, zyle!,0.8095238095238095
148,HUppy bQrthday, zmle!,0.8095238095238095
149,Hsppy bQrthday, zyle!,0.8095238095238095
150,Hsppy bIrthday, zyle!,0.8095238095238095
151,Hsppy bQrthday, zyle!,0.8095238095238095
152,Hsppy bIrthday, zyle!,0.8095238095238095
153,Hsppy bIrthday, zyle!,0.8095238095238095
154,Hsppy bIrthday, zyle!,0.8095238095238095
155,Hsppy bIrthday, zyle!,0.8095238095238095
156,Hsppy barthday, zyle!,0.8095238095238095
157,Hsppy barthday, zyle!,0.8095238095238095
158,Hsppy bQrthday, fmlw!,0.8095238095238095
159,Hsppy bIrthday, zyle!,0.8095238095238095
160,HFppy bQrthday, zLle!,0.8095238095238095
161,Hsppy bIrthday, zyle!,0.8095238095238095
162,HFppy bQrthday, zLle!,0.8095238095238095
163,Hsppy bIrthday, pyle!,0.8095238095238095
164,Hsppy barthday, zyle!,0.8095238095238095
165,Hsppy barthday, zyle!,0.8095238095238095
166,Hsppy bIrthday, zyle!,0.8095238095238095
167,HFppy bQrthday, zLle!,0.8095238095238095
168,Hsppy barthday, zyle!,0.8095238095238095
169,Hsppy barthday, zmle!,0.8095238095238095
170,HFppy bQrthday, zLle!,0.8095238095238095
171,Hsppy bQrthday, Zyle!,0.8095238095238095
172,Hsppy bQrthday, fmlw!,0.8095238095238095
173,HFppy bQrthday, zLle!,0.8095238095238095
174,Hsppy bQrthday, fmle!,0.8571428571428571
175,Hsppy bQrthday, fmle!,0.8571428571428571
176,Hsppy bQrthday, fmle!,0.8571428571428571
177,Happy bFrthday, zyle!,0.8571428571428571
178,Hsppy bQrthday, fmle!,0.8571428571428571
179,Hawpy bQrthday, fLle!,0.8571428571428571
180,Hawpy bQrthday, fmle!,0.8571428571428571
181,Hawpy bQrthday, fLle!,0.8571428571428571
182,Hawpy berthday, fmle!,0.8571428571428571
183,Hawpy bQrthday, fLle!,0.8571428571428571
184,Hawpy bQrthday, fLle!,0.8571428571428571
185,Hawpy bQrthday, fLle!,0.8571428571428571
186,Hawpy bQrthday, fLle!,0.8571428571428571
187,Hawpy bQrthday, fLle!,0.8571428571428571
188,Hawpy bQrthday, fLle!,0.8571428571428571
189,Hawpy bQrthday, fLle!,0.8571428571428571
190,Hawpy bQrthday, fLle!,0.8571428571428571
191,Hawpy bQrthday, fLle!,0.8571428571428571
192,Hawpy bQrthday, fLle!,0.8571428571428571
193,Hawpy bQrthday, fLle!,0.8571428571428571
194,Hawpy bQrthday, fLle!,0.8571428571428571
195,Hawpy bQrthday, fLle!,0.8571428571428571
196,Hawpy bQrthday, fLle!,0.8571428571428571
197,Hawpy bQrthday, fLle!,0.8571428571428571
198,Hawpy bQrthday, fLle!,0.8571428571428571
199,Hawpy bFrthday, fLle!,0.8571428571428571
200,Hawpy bQrthday, fLle!,0.8571428571428571
201,Hawpy bQrthday, fLle!,0.8571428571428571
202,Hawpy bQrthday, fLle!,0.8571428571428571
203,Happy berthway, fLle!,0.8571428571428571
204,Hawpy bQrthday, fLle!,0.8571428571428571
205,Hsppy bQrthday, fyle!,0.8571428571428571
206,Hsppy bQrthday, fyle!,0.8571428571428571
207,Happy berthway, fLle!,0.8571428571428571
208,Happy berthway, fLle!,0.8571428571428571
209,Happy berthway, fLle!,0.8571428571428571
210,HFppy barthday, fLle!,0.8571428571428571
211,Hawpy byrthday, fLle!,0.8571428571428571
212,Hawpy byrthday, fLle!,0.8571428571428571
213,Happy bjrthday, fLle!,0.9047619047619048
214,Happy bjrthday, fLle!,0.9047619047619048
215,Happy bjrthday, fLle!,0.9047619047619048
216,Happy bjrthday, fLle!,0.9047619047619048
217,Hawpy byrthday, fLle!,0.8571428571428571
218,Hawpy byrthday, fLle!,0.8571428571428571
219,Hawpy byrthday, fLle!,0.8571428571428571
220,Hsppy bFrthday, fyle!,0.8571428571428571
221,Happy bFrthday, fLle!,0.9047619047619048
222,Happy bQrthday, jyle!,0.8571428571428571
223,Hawpy byrthday, fLle!,0.8571428571428571
224,Happy bjrthday, fLle!,0.9047619047619048
225,Happy bjrthday, fLle!,0.9047619047619048
226,Happy bjrthday, fLle!,0.9047619047619048
227,Happy bjrthday, fLle!,0.9047619047619048
228,Happy bjrthday, fLle!,0.9047619047619048
229,Happy bjrthday, fLle!,0.9047619047619048
230,Happy bjrthday, fLle!,0.9047619047619048
231,Happy bFrthday, fLle!,0.9047619047619048
232,Happy bFrthday, fLle!,0.9047619047619048
233,Happy bFrthday, fLle!,0.9047619047619048
234,Happy bFrthday, fLle!,0.9047619047619048
235,Happy bFrthday, fLle!,0.9047619047619048
236,Happy bNrthday, fLle!,0.9047619047619048
237,Happy bNrthday, fLle!,0.9047619047619048
238,Happy bFrthday, fLle!,0.9047619047619048
239,Happy bFrthday, fLle!,0.9047619047619048
240,Happy bNrthday, fLle!,0.9047619047619048
241,Happy bgrthday, fgle!,0.9047619047619048
242,Happy bFrthday, fLle!,0.9047619047619048
243,Happy bFrthday, fLle!,0.9047619047619048
244,Happy bFrthday, fLle!,0.9047619047619048
245,Happy bFrthday, fLle!,0.9047619047619048
246,Happy bFrthday, fLle!,0.9047619047619048
247,HFppy bQrthday, fgle!,0.8571428571428571
248,Hsppy bNrthday, fyle!,0.8571428571428571
249,Happy bQrthday, fLle!,0.9047619047619048
250,Happy bQrthday, fLle!,0.9047619047619048
251,Happy bQrthday, fLle!,0.9047619047619048
252,Happy bQrthday, fLle!,0.9047619047619048
253,Happy bQrthday, fLle!,0.9047619047619048
254,Happy bQrthday, filA!,0.9047619047619048
255,Happy bsrthday, fLle!,0.9047619047619048
256,Happy bQrthday, fLle!,0.9047619047619048
257,Happy bsrthday, fLle!,0.9047619047619048
258,Happy bNrthday, fgle!,0.9047619047619048
259,Happy bQrthday, fvle!,0.9047619047619048
260,Happy bFrthday, fgle!,0.9047619047619048
261,Happy bFrthday, fgle!,0.9047619047619048
262,Happy bQrthday, fLle!,0.9047619047619048
263,Happy bQrthday, fLle!,0.9047619047619048
264,Happy bFrthday, fgle!,0.9047619047619048
265,Happy b rthday, fgle!,0.9047619047619048
266,Happy b rthday, fgle!,0.9047619047619048
267,Happy bQrthday, fhle!,0.9047619047619048
268,Happy bNrthday, fLle!,0.9047619047619048
269,Happy bNrthday, fgle!,0.9047619047619048
270,Happy bNrthday, fnle!,0.9047619047619048
271,Happy bQrthday, fgle!,0.9047619047619048
272,Happy bNrthday, fgle!,0.9047619047619048
273,Happy bNrthday, fyle!,0.9047619047619048
274,Happy bNrthday, fyle!,0.9047619047619048
275,Happy bNrthday, fyle!,0.9047619047619048
276,Happy bFrthday, fyle!,0.9047619047619048
277,Happy bQrthday, fhle!,0.9047619047619048
278,Happy bNrthday, fyle!,0.9047619047619048
279,Happy bQrthday, fhle!,0.9047619047619048
280,Happy bNrthday, fLle!,0.9047619047619048
281,Hsppy birthday, fyle!,0.9047619047619048
282,Happy bFrthday, fhle!,0.9047619047619048
283,Happy bFrthday, fhle!,0.9047619047619048
284,Happy bQrthday, fhle!,0.9047619047619048
285,Happy bNrthday, fhle!,0.9047619047619048
286,Happy bMrthday, fqle!,0.9047619047619048
287,Hsppy birthday, fyle!,0.9047619047619048
288,Hsppy birthday, fyle!,0.9047619047619048
289,Hsppy birthday, fyle!,0.9047619047619048
290,Hsppy birthday, fyle!,0.9047619047619048
291,Happy bMrthday, fgle!,0.9047619047619048
292,Happy bQrthday, fhle!,0.9047619047619048
293,Happy birthday,  Lle!,0.9047619047619048
294,Happy bNrthday, fple!,0.9047619047619048
295,Happy bQrthday, fLle!,0.9047619047619048
296,Happy birthday, fvle!,0.9523809523809523
297,Happy birthday, fvle!,0.9523809523809523
298,Happy birthday, fvle!,0.9523809523809523
299,Happy birthday, fvle!,0.9523809523809523
300,Happy birthday, fvle!,0.9523809523809523
301,Happy birthday, fvle!,0.9523809523809523
302,Happy birthday, fvle!,0.9523809523809523
303,Happy birthday, fvle!,0.9523809523809523
304,Happy birthday, fvle!,0.9523809523809523
305,Happy birthday, fvle!,0.9523809523809523
306,Happy birthday, fvle!,0.9523809523809523
307,Happy birthday, fvle!,0.9523809523809523
308,Happy birthday, fvle!,0.9523809523809523
309,Happy birthday, fvle!,0.9523809523809523
310,Happy birthday, fvle!,0.9523809523809523
311,Happy birthday, fvle!,0.9523809523809523
312,Happy birthday, fvle!,0.9523809523809523
313,Happy birthday, fvle!,0.9523809523809523
314,Happy birthday, fvle!,0.9523809523809523
315,Happy birthday, fvle!,0.9523809523809523
316,Happy birthday, fvle!,0.9523809523809523
317,Happy birthday, fvle!,0.9523809523809523
318,Happy birthday, fvle!,0.9523809523809523
319,Happy birthday, fvle!,0.9523809523809523
320,Happy birthday, fvle!,0.9523809523809523
321,Happy birthday, fQle!,0.9523809523809523
322,Happy birthday, fvle!,0.9523809523809523
323,Happy birthday, fhle!,0.9523809523809523
324,Happy birthday, fvle!,0.9523809523809523
325,Happy birthday, fgle!,0.9523809523809523
326,Happy birthday, fQle!,0.9523809523809523
327,Happy birthday, fgle!,0.9523809523809523
328,Happy birthday, fLle!,0.9523809523809523
329,Happy birthday, fyle!,0.9523809523809523
330,Happy birthday, fvle!,0.9523809523809523
331,Happy birthday, fQle!,0.9523809523809523
332,Happy birthday, fvle!,0.9523809523809523
333,Happy birthday, fvle!,0.9523809523809523
334,Happy birthday, fgle!,0.9523809523809523
335,Happy birthday, fvle!,0.9523809523809523
336,Happy birthday, fvle!,0.9523809523809523
337,Happy birthday, fvle!,0.9523809523809523
338,Happy birthday, fvle!,0.9523809523809523
339,Happy birthday, fLle!,0.9523809523809523
340,Happy birthday, fyle!,0.9523809523809523
341,Happy birthday, fvle!,0.9523809523809523
342,Happy birthday, fvle!,0.9523809523809523
343,Happy birthday, fvle!,0.9523809523809523
344,Happy birthday, fgle!,0.9523809523809523
345,Happy birthday, fTle!,0.9523809523809523
346,Happy birthday, file!,1.0
