1,jYxAySb,htlXgoydIJsLK,0.14285714285714285
101,HaiPy birthday, filef,0.8571428571428571
102,HaiPy birthday, filef,0.8571428571428571
103,HaiPy birthday, filef,0.8571428571428571
104,HaiXy birthday, filef,0.8571428571428571
105,HaiXy birthday, filef,0.8571428571428571
106,HaiXy birthday, filef,0.8571428571428571
107,Hapmy biBthday, filef,0.8571428571428571
108,HaAIy birthday, filef,0.8571428571428571
109,HaiXy birthday, filef,0.8571428571428571
110,Habmy birthday, filef,0.8571428571428571
111,Hawwy bGrthday, file!,0.8571428571428571
112,HaAIy birthday, filbz,0.8095238095238095
113,Habmy birthday, filef,0.8571428571428571
114,HNp y birthday, filef,0.8571428571428571
115,Habmy birthday, filef,0.8571428571428571
116,Habmy birthday, filef,0.8571428571428571
117,HaiIy birthday, fileu,0.8571428571428571
118,HsAwy birthday, file!,0.8571428571428571
119,Haiwy birthday, file!,0.9047619047619048
120,Haiwy birthday, file!,0.9047619047619048
121,Habmy birthday, filef,0.8571428571428571
122,HabIy birthday, filef,0.8571428571428571
123,Haizy birthday, fileu,0.8571428571428571
124,HabIy birthday, filef,0.8571428571428571
125,Habmy birthday, filef,0.8571428571428571
126,HsAwy birthday, file!,0.8571428571428571
127,Haiwy birthday, filef,0.8571428571428571
128,Habmy birthday, filef,0.8571428571428571
129,Habuy birthday, filef,0.8571428571428571
130,Hsjky birthday, file!,0.8571428571428571
131,HaiPy birthday, fileu,0.8571428571428571
132,Habmy birthday, fileu,0.8571428571428571
133,Haizy birthday, fileu,0.8571428571428571
134,Habuy birthday, filef,0.8571428571428571
135,Haizy birthday, fileu,0.8571428571428571
136,HaAIy biOthday, file!,0.8571428571428571
137,HaiPy birthday, filef,0.8571428571428571
138,HaApy birthday, filef,0.9047619047619048
139,HaApy birthday, filef,0.9047619047619048
140,Haizy birthday, fileu,0.8571428571428571
141,HaiPy birthday, fileu,0.8571428571428571
142,HavIZ birthday, file!,0.8571428571428571
143,HapDy birthday, file!,0.9523809523809523
144,Hapmy birthday, fileu,0.9047619047619048
145,HaiPy birthday, fBle!,0.8571428571428571
146,HaiPy birthday, filex,0.8571428571428571
147,HaVmy birthday, file!,0.9047619047619048
148,HaiPy birthday, file!,0.9047619047619048
149,HaAIy birthday, file!,0.9047619047619048
150,HapPy birthday, file!,0.9523809523809523
151,HapPy birthday, filef,0.9047619047619048
152,HaQIy birthday, file!,0.9047619047619048
153,Habmy birthday, file!,0.9047619047619048
154,HaQIy birthday, file!,0.9047619047619048
155,HaiPy birthday, file!,0.9047619047619048
156,HaiPy birthday, file!,0.9047619047619048
157,HaAIy birthday, file!,0.9047619047619048
158,Hadmy birthday, file!,0.9047619047619048
159,HaAIy birthday, file!,0.9047619047619048
160,HapDy birthdayb file!,0.9047619047619048
161,HapDy birthdayb file!,0.9047619047619048
162,HapDyjbirthday, file!,0.9047619047619048
163,HaAIy birthday, file!,0.9047619047619048
164,HapDy birthdayb file!,0.9047619047619048
165,HapIy birthday, file!,0.9523809523809523
166,HapIy birthday, file!,0.9523809523809523
167,Hadmy birthday, file!,0.9047619047619048
168,HapDy birthday, file!,0.9523809523809523
169,HapDy birthday, file!,0.9523809523809523
170,HapDy birthday, file!,0.9523809523809523
171,Hadmy birthday, file!,0.9047619047619048
172,Hapmy birthday, file!,0.9523809523809523
173,Hapmy birthday, file!,0.9523809523809523
174,HapDy birthday, file!,0.9523809523809523
175,Hapmy birthday, file!,0.9523809523809523
176,HapDy birthday, file!,0.9523809523809523
177,HapDy birthday, file!,0.9523809523809523
178,HapDy birthday, file!,0.9523809523809523
179,Hapmy birthday, file!,0.9523809523809523
180,HapDy birthday, file!,0.9523809523809523
181,HapDy birthday, file!,0.9523809523809523
182,HapDy birthday, file!,0.9523809523809523
183,HapDy birthday, file!,0.9523809523809523
184,HapDy birthday, file!,0.9523809523809523
185,HapDy birthday, file!,0.9523809523809523
186,HapDy birthday, file!,0.9523809523809523
187,HapDy birthday, file!,0.9523809523809523
188,HapDy birthday, file!,0.9523809523809523
189,HapIy birthday, file!,0.9523809523809523
190,HapDy birthday, file!,0.9523809523809523
191,HapDy birthday, file!,0.9523809523809523
192,HapDy birthday, file!,0.9523809523809523
193,HapDy birthday, file!,0.9523809523809523
194,HapIy birthday, file!,0.9523809523809523
195,HapDy birthday, file!,0.9523809523809523
196,HapDy birthday, file!,0.9523809523809523
197,HapDy birthday, file!,0.9523809523809523
198,HapIy birthday, file!,0.9523809523809523
199,HapIy birthday, file!,0.9523809523809523
200,HapDy birthday, file!,0.9523809523809523
201,HapDy birthday, file!,0.9523809523809523
202,HapDy birthday, file!,0.9523809523809523
203,HapIy birthday, file!,0.9523809523809523
204,HapDy birthday, file!,0.9523809523809523
205,HapTy birthday, file!,0.9523809523809523
206,HapIy birthday, file!,0.9523809523809523
207,HapDy birthday, file!,0.9523809523809523
208,HapIy birthday, file!,0.9523809523809523
209,HapIy birthday, file!,0.9523809523809523
210,HapDy birthday, file!,0.9523809523809523
211,HapDy birthday, file!,0.9523809523809523
212,HapDy birthday, file!,0.9523809523809523
213,HapIy birthday, file!,0.9523809523809523
214,HapIy birthday, file!,0.9523809523809523
215,HapIy birthday, file!,0.9523809523809523
216,HapDy birthday, file!,0.9523809523809523
217,HapDy birthday, file!,0.9523809523809523
218,HapDy birthday, file!,0.9523809523809523
219,HapDy birthday, file!,0.9523809523809523
220,HapPy birthday, file!,0.9523809523809523
221,HapDy birthday, file!,0.9523809523809523
222,HapDy birthday, file!,0.9523809523809523
223,HapPy birthday, file!,0.9523809523809523
224,HapDy birthday, file!,0.9523809523809523
225,HapDy birthday, file!,0.9523809523809523
226,HapPy birthday, file!,0.9523809523809523
227,HapPy birthday, file!,0.9523809523809523
228,HapDy birthday, file!,0.9523809523809523
229,HapPy birthday, file!,0.9523809523809523
230,HapIy birthday, file!,0.9523809523809523
231,HapIy birthday, file!,0.9523809523809523
232,HapXy birthday, file!,0.9523809523809523
233,HapDy birthday, file!,0.9523809523809523
234,HapIy birthday, file!,0.9523809523809523
235,Hapky birthday, file!,0.9523809523809523
236,Hapyy birthday, file!,0.9523809523809523
237,HapIy birthday, file!,0.9523809523809523
238,HapDy birthday, file!,0.9523809523809523
239,HapIy birthday, file!,0.9523809523809523
240,HapDy birthday, file!,0.9523809523809523
241,HapDy birthday, file!,0.9523809523809523
242,HapIy birthday, file!,0.9523809523809523
243,HapDy birthday, file!,0.9523809523809523
244,HapXy birthday, file!,0.9523809523809523
245,HapIy birthday, file!,0.9523809523809523
246,HapDy birthday, file!,0.9523809523809523
247,HapXy birthday, file!,0.9523809523809523
248,HapDy birthday, file!,0.9523809523809523
249,HapDy birthday, file!,0.9523809523809523
250,HapDy birthday, file!,0.9523809523809523
251,HapIy birthday, file!,0.9523809523809523
252,Hap y birthday, file!,0.9523809523809523
253,HapIy birthday, file!,0.9523809523809523
254,HapIy birthday, file!,0.9523809523809523
255,HapDy birthday, file!,0.9523809523809523
256,HapDy birthday, file!,0.9523809523809523
257,HapPy birthday, file!,0.9523809523809523
258,HapGy birthday, file!,0.9523809523809523
259,HapIy birthday, file!,0.9523809523809523
260,HapXy birthday, file!,0.9523809523809523
261,HapDy birthday, file!,0.9523809523809523
262,HapDy birthday, file!,0.9523809523809523
263,HapDy birthday, file!,0.9523809523809523
264,HapIy birthday, file!,0.9523809523809523
265,HapIy birthday, file!,0.9523809523809523
266,HapIy birthday, file!,0.9523809523809523
267,HapDy birthday, file!,0.9523809523809523
268,HapPy birthday, file!,0.9523809523809523
269,HapGy birthday, file!,0.9523809523809523
270,HapIy birthday, file!,0.9523809523809523
271,HapIy birthday, file!,0.9523809523809523
272,HapDy birthday, file!,0.9523809523809523
273,HapIy birthday, file!,0.9523809523809523
274,HapIy birthday, file!,0.9523809523809523
275,Happy birthday, file!,1.0
