1,xXptIezWLNTdFx tbiwJn,0.14285714285714285
2,YaFpiU ZJJYbGyG b!Mwj,0.19047619047619047
141,Happy birthday, fileD,0.9523809523809523
142,Happy birthday, fileD,0.9523809523809523
143,Happy bTnthday, fileD,0.8571428571428571
144,Happy bTWthday, fileD,0.8571428571428571
145,Happy bQMthday, fileD,0.8571428571428571
146,Happy bQMthday, fileD,0.8571428571428571
147,Happy bTnthday, filee,0.8571428571428571
148,Happy bjLthday, fileD,0.8571428571428571
149,Happy bQMthday, fileD,0.8571428571428571
150,Happy bTnthday, filee,0.8571428571428571
151,Happy bjLthday, fileD,0.8571428571428571
152,Happy bQMthday, fileD,0.8571428571428571
153,Happy blithday, fileh,0.8571428571428571
154,Happy bjLthday, fileD,0.8571428571428571
155,Happy bQMthday, fileD,0.8571428571428571
156,Happy bTithday, fileh,0.8571428571428571
157,Happy bTnthday, fileD,0.8571428571428571
158,Happy bzGthday, fileD,0.8571428571428571
159,Happy bjLthday, fileD,0.8571428571428571
160,Happy bQTthday, fileh,0.8571428571428571
161,Happy bTWthday, fileD,0.8571428571428571
162,Happy bTWthday, fileD,0.8571428571428571
163,Happy bQLthday, fileh,0.8571428571428571
164,Happy binthday, filee,0.9047619047619048
165,Happy binthday, filee,0.9047619047619048
166,Happy binthday, filee,0.9047619047619048
167,Happy biWthday, fileH,0.9047619047619048
168,Happy biWthday, fileH,0.9047619047619048
169,Happy biWthday, fileH,0.9047619047619048
170,Happy biWthday, fileH,0.9047619047619048
171,Happy biWthday, fileh,0.9047619047619048
172,Happy biWthday, fileH,0.9047619047619048
173,Happy biWthday, fileH,0.9047619047619048
174,Happy biWthday, fileH,0.9047619047619048
175,Happy biWthday, fileH,0.9047619047619048
176,Happy biWthday, fileH,0.9047619047619048
177,Happy biWthday, fileH,0.9047619047619048
178,Happy biWthday, fileH,0.9047619047619048
179,Happy biWthday, fileH,0.9047619047619048
180,Happy biWthday, fileH,0.9047619047619048
181,Happy biWthday, fileH,0.9047619047619048
182,Happy biWthday, fileH,0.9047619047619048
183,Happy biWthday, fileH,0.9047619047619048
184,Happy biWthday, fileH,0.9047619047619048
185,Happy biWthday, fileH,0.9047619047619048
186,Happy biMthday, fileh,0.9047619047619048
187,Happy biMthday, fileh,0.9047619047619048
188,Happy biMthday, fileh,0.9047619047619048
189,Happy biMthday, fileh,0.9047619047619048
190,Happy biMthday, fileh,0.9047619047619048
191,Happy biMthday, fileh,0.9047619047619048
192,Happy bTTthday, file!,0.9047619047619048
193,Happy bivthday, filee,0.9047619047619048
194,Happy bTTthday, file!,0.9047619047619048
195,Happy bjethday, file!,0.9047619047619048
196,Happy bTTthday, file!,0.9047619047619048
197,Happy bjethday, file!,0.9047619047619048
198,Happy bQLthday, file!,0.9047619047619048
199,Happy bjTthday, file!,0.9047619047619048
200,Happy bjTthday, file!,0.9047619047619048
201,Happy bQLthday, file!,0.9047619047619048
202,Happy biMthday, fileD,0.9047619047619048
203,Happy bQLthday, file!,0.9047619047619048
204,Happy bQLthday, file!,0.9047619047619048
205,Happy bQLthday, file!,0.9047619047619048
206,Happy bivthday, fileh,0.9047619047619048
207,Happy bivthday, fileh,0.9047619047619048
208,Happy bivthday, fileh,0.9047619047619048
209,Happy bivthday, fileD,0.9047619047619048
210,Happy bivthday, fileD,0.9047619047619048
211,Happy bivthday, fileh,0.9047619047619048
212,Happy bivthday, fileh,0.9047619047619048
213,Happy bivthday, fileh,0.9047619047619048
214,Happy bivthday, filee,0.9047619047619048
215,Happy bivthday, filee,0.9047619047619048
216,Happy bivthday, fileh,0.9047619047619048
217,Happy bivthday, filee,0.9047619047619048
218,Happy bivthday, filee,0.9047619047619048
219,Happy bivthday, filee,0.9047619047619048
220,Happy bivthday, filee,0.9047619047619048
221,Happy bivthday, filee,0.9047619047619048
222,Happy bivthday, filee,0.9047619047619048
223,Happy bivthday, filee,0.9047619047619048
224,Happy bivthday, filee,0.9047619047619048
225,Happy bivthday, filee,0.9047619047619048
226,Happy bivthday, filee,0.9047619047619048
227,Happy bivthday, filee,0.9047619047619048
228,Happy bivthday, filee,0.9047619047619048
229,Happy bivthday, filee,0.9047619047619048
230,Happy bivthday, filee,0.9047619047619048
231,Happy bivthday, filee,0.9047619047619048
232,Happy bivthday, filee,0.9047619047619048
233,Happy bivthday, filee,0.9047619047619048
234,Happy bivthday, filee,0.9047619047619048
235,Happy bivthday, fileD,0.9047619047619048
236,Happy bivthday, fileD,0.9047619047619048
237,Happy bivthday, fileD,0.9047619047619048
238,Happy bQvthday, file!,0.9047619047619048
239,Happy bivthday, fileH,0.9047619047619048
240,Happy bivthday, filee,0.9047619047619048
241,Happy bivthday, fileD,0.9047619047619048
242,Happy bzvthday, file!,0.9047619047619048
243,Happy bivthday, filee,0.9047619047619048
244,Happy bzvthday, file!,0.9047619047619048
245,Happy bivthday, filed,0.9047619047619048
246,Happy bzvthday, file!,0.9047619047619048
247,Happy bzvthday, file!,0.9047619047619048
248,Happy bivthday, filee,0.9047619047619048
249,Happy bivthday, filee,0.9047619047619048
250,Happy bivthday, filee,0.9047619047619048
251,Happy bivthday, filee,0.9047619047619048
252,Happy bzvthday, file!,0.9047619047619048
253,Happy bivthday, filee,0.9047619047619048
254,Happy bivthday, filee,0.9047619047619048
255,Happy bivthday, fileD,0.9047619047619048
256,Happy bivthday, fileD,0.9047619047619048
257,Happy bivthday, fileh,0.9047619047619048
258,Happy bivthday, filee,0.9047619047619048
259,Happy bivthday, fileh,0.9047619047619048
260,Happy bivthday, filee,0.9047619047619048
261,Happy bQLthday, file!,0.9047619047619048
262,Happy bidthday, file!,0.9523809523809523
263,Happy bidthday, file!,0.9523809523809523
264,Happy bidthday, file!,0.9523809523809523
265,Happy bidthday, file!,0.9523809523809523
266,Happy bidthday, file!,0.9523809523809523
267,Happy bidthday, file!,0.9523809523809523
268,Happy bidthday, file!,0.9523809523809523
269,Happy bidthday, file!,0.9523809523809523
270,Happy bidthday, file!,0.9523809523809523
271,Happy bidthday, file!,0.9523809523809523
272,Happy bidthday, file!,0.9523809523809523
273,Happy bidthday, file!,0.9523809523809523
274,Happy biOthday, fileh,0.9047619047619048
275,Happy bidthday, filed,0.9047619047619048
276,Happy bivthday, filee,0.9047619047619048
277,Happy bivthday, filed,0.9047619047619048
278,Happy bivthday, fileD,0.9047619047619048
279,Happy bidthday, fileD,0.9047619047619048
280,Happy bivthday, file!,0.9523809523809523
281,Happy bidthday, fileD,0.9047619047619048
282,Happy bivthday, filee,0.9047619047619048
283,Happy bivthday, filee,0.9047619047619048
284,Happy bidthday, fileD,0.9047619047619048
285,Happy bivthday, filee,0.9047619047619048
286,Happy bidthday, fileD,0.9047619047619048
287,Happy bivthday, file!,0.9523809523809523
288,Happy bivthday, file!,0.9523809523809523
289,Happy bidthday, fileG,0.9047619047619048
290,Happy bidthday, file!,0.9523809523809523
291,Happy bidthday, file!,0.9523809523809523
292,Happy bidthday, file!,0.9523809523809523
293,Happy bidthday, file!,0.9523809523809523
294,Happy bidthday, file!,0.9523809523809523
295,Happy bivthday, filee,0.9047619047619048
296,Happy bivthday, filed,0.9047619047619048
297,HEppy bidthday, file!,0.9047619047619048
298,Happy bidthday, fileD,0.9047619047619048
299,Happy bidthday, file!,0.9523809523809523
300,Happy birthday, filee,0.9523809523809523
301,Happy bidthday, file!,0.9523809523809523
302,Happy bidthday, file!,0.9523809523809523
303,Happy bidthday, filed,0.9047619047619048
304,Happy bidthday, file!,0.9523809523809523
305,Happy bidthday, file!,0.9523809523809523
306,Happy bidthday, file!,0.9523809523809523
307,Happy biithday, filed,0.9047619047619048
308,Happy bivthday, fileD,0.9047619047619048
309,Happy bivthday, filee,0.9047619047619048
310,Happy bidthday, fileu,0.9047619047619048
311,Happy bi,thday, filee,0.9047619047619048
312,Happy biLthday, fileh,0.9047619047619048
313,Happy bivthday, fileG,0.9047619047619048
314,Happy bivthday, filee,0.9047619047619048
315,Happy bivthday, filee,0.9047619047619048
316,Happy bivthday, fileD,0.9047619047619048
317,Happy bidthday, fileT,0.9047619047619048
318,Happy bivthday, filed,0.9047619047619048
319,Happy biithday, fileV,0.9047619047619048
320,Happy bivthday, filee,0.9047619047619048
321,Happy bidthday, fileD,0.9047619047619048
322,Happy biithday, fileV,0.9047619047619048
323,Happy bidthday, fileL,0.9047619047619048
324,Happy bivthday, filee,0.9047619047619048
325,Happy biithday, fileV,0.9047619047619048
326,Happy bivthday, filee,0.9047619047619048
327,Happy bivthday, filee,0.9047619047619048
328,Happy bidthday, fileL,0.9047619047619048
329,Happy bivthday, filee,0.9047619047619048
330,Happy bivthday, filee,0.9047619047619048
331,Happy biLthday, fileD,0.9047619047619048
332,Happy bivthday, filee,0.9047619047619048
333,Happy bidthday, fileL,0.9047619047619048
334,Happy bivthday, filel,0.9047619047619048
335,Happy bi,thday, fileD,0.9047619047619048
336,Happy bi,thday, filed,0.9047619047619048
337,Happy bivthday, filee,0.9047619047619048
338,Happy bivthday, fileD,0.9047619047619048
339,Happy bivthday, fileD,0.9047619047619048
340,Happy bivthday, filee,0.9047619047619048
341,Happy biLthday, filee,0.9047619047619048
342,Happy biLthday, fileD,0.9047619047619048
343,Happy biSthday, fileD,0.9047619047619048
344,Happy bidthday, fileT,0.9047619047619048
345,Happy biqthday, fileL,0.9047619047619048
346,Happy bivthday, fileD,0.9047619047619048
347,Happy bidthday, fileT,0.9047619047619048
348,Happy biLthday, filee,0.9047619047619048
349,Happy biLthday, filee,0.9047619047619048
350,Happy bivthday, fileD,0.9047619047619048
351,Happy bivthday, fileD,0.9047619047619048
352,Happy bi,thday, fileD,0.9047619047619048
353,Happy bivthday, fileD,0.9047619047619048
354,Happy bivthday, filed,0.9047619047619048
355,Happy bivthday, fileL,0.9047619047619048
356,Happy biLthday, filee,0.9047619047619048
357,Happy biQthday, filee,0.9047619047619048
358,Happy biQthday, filee,0.9047619047619048
359,Happy biLthday, filee,0.9047619047619048
360,Happy bivthday, file ,0.9047619047619048
361,Happy bivthday, fileD,0.9047619047619048
362,Happy biLthday, fileD,0.9047619047619048
363,Happy biSthday, file!,0.9523809523809523
364,Happy biSthday, file!,0.9523809523809523
365,Happy biSthday, file!,0.9523809523809523
366,Happy biSthday, file!,0.9523809523809523
367,Happy biSthday, file!,0.9523809523809523
368,Happy biSthday, file!,0.9523809523809523
369,Happy biSthday, file!,0.9523809523809523
370,Happy biSthday, file!,0.9523809523809523
371,Happy bivthday, filee,0.9047619047619048
372,Happy bivthday, filee,0.9047619047619048
373,Happy bivthday, filee,0.9047619047619048
374,Happy biSthday, fileu,0.9047619047619048
375,Happy biQthday, filee,0.9047619047619048
376,Happy biQthday, filee,0.9047619047619048
377,Happy bipthday, fileD,0.9047619047619048
378,Happy bivthday, filee,0.9047619047619048
379,Happy biLthday, fileH,0.9047619047619048
380,Happy bi,thday, fileD,0.9047619047619048
381,Happy bivthday, fileD,0.9047619047619048
382,Happy biSthday, fileu,0.9047619047619048
383,Happy biSthday, fileT,0.9047619047619048
384,Happy bivthday, fileD,0.9047619047619048
385,Happy bivthday, filee,0.9047619047619048
386,Happy biSthday, file!,0.9523809523809523
387,Happy biSthday, file!,0.9523809523809523
388,Happy biSthday, file!,0.9523809523809523
389,Happy biSthday, file!,0.9523809523809523
390,Happy biSthday, file!,0.9523809523809523
391,Happy biSthday, file!,0.9523809523809523
392,Happy biSthday, file!,0.9523809523809523
393,Happy biSthday, file!,0.9523809523809523
394,Happy biSthday, file!,0.9523809523809523
395,Happy bivthday, fileL,0.9047619047619048
396,Happy bivthday, fileT,0.9047619047619048
397,Happy biSthday, fileD,0.9047619047619048
398,Happy bivthday, fileT,0.9047619047619048
399,Happy biLthday, file!,0.9523809523809523
400,Happy biLthday, file!,0.9523809523809523
401,Happy biLthday, file!,0.9523809523809523
402,Happy biLthday, file!,0.9523809523809523
403,Happy biLthday, file!,0.9523809523809523
404,Happy biQthday, file!,0.9523809523809523
405,Happy biQthday, file!,0.9523809523809523
406,Happy biQthday, file!,0.9523809523809523
407,Happy biQthday, file!,0.9523809523809523
408,Happy biQthday, file!,0.9523809523809523
409,Happy bivthday, fileL,0.9047619047619048
410,Happy bivthday, fileL,0.9047619047619048
411,Happy bivthday, fileE,0.9047619047619048
412,Happy bivthday, fileL,0.9047619047619048
413,Happy bivthday, fileL,0.9047619047619048
414,Happy bivthday, fileT,0.9047619047619048
415,Happy biLthday, file!,0.9523809523809523
416,Happy bivthday, fileL,0.9047619047619048
417,Happy bivthday, file!,0.9523809523809523
418,Happy bivthday, file!,0.9523809523809523
419,Happy bivthday, fileK,0.9047619047619048
420,Happy bivthday, fileT,0.9047619047619048
421,Happy biGthday, filee,0.9047619047619048
422,Happy biJthday, fileT,0.9047619047619048
423,Happy bivthday, fileA,0.9047619047619048
424,Happy biJthday, fileT,0.9047619047619048
425,Happy bivthday, fileL,0.9047619047619048
426,Happy biLthday, filee,0.9047619047619048
427,Happy bivthday, fileT,0.9047619047619048
428,Happy biLthday, fileL,0.9047619047619048
429,Happy biLthday, filee,0.9047619047619048
430,Happy bivthday, fileL,0.9047619047619048
431,Happy bivthday, fileL,0.9047619047619048
432,Happy bivthday, fileL,0.9047619047619048
433,Happy bivthday, filee,0.9047619047619048
434,Happy bivthday, fileD,0.9047619047619048
435,Happy bivthday, filee,0.9047619047619048
436,Happy bivthday, fileD,0.9047619047619048
437,Happy bihthday, fileT,0.9047619047619048
438,Happy bizthday, fileE,0.9047619047619048
439,Happy bivthday, filee,0.9047619047619048
440,Happy biLthday, filey,0.9047619047619048
441,Happy bivthday, fileD,0.9047619047619048
442,Happy bivthday, fileD,0.9047619047619048
443,Happy birthday, fileL,0.9523809523809523
444,Happy birthday, fileL,0.9523809523809523
445,Happy birthday, fileL,0.9523809523809523
446,Happy birthday, fileL,0.9523809523809523
447,Happy birthday, fileL,0.9523809523809523
448,Happy birthday, fileL,0.9523809523809523
449,Happy birthday, fileL,0.9523809523809523
450,Happy birthday, fileL,0.9523809523809523
451,Happy birthday, fileL,0.9523809523809523
452,Happy birthday, fileL,0.9523809523809523
453,Happy birthday, fileL,0.9523809523809523
454,Happy birthday, fileL,0.9523809523809523
455,Happy birthday, fileL,0.9523809523809523
456,Happy birthday, fileL,0.9523809523809523
457,Happy bivthday, fileD,0.9047619047619048
458,Happy biLthday, fileT,0.9047619047619048
459,Happy bivthday, filey,0.9047619047619048
460,Happy biGthday, fileD,0.9047619047619048
461,Happy bivthday, fileD,0.9047619047619048
462,Happy bi thday, fileD,0.9047619047619048
463,Happy bivthday, fileL,0.9047619047619048
464,Happy biGthday, fileL,0.9047619047619048
465,Happy biGthday, fileD,0.9047619047619048
466,Happy bimthday, fileD,0.9047619047619048
467,Happy bivthday, fileL,0.9047619047619048
468,Happy bivthday, fileL,0.9047619047619048
469,Happy bivthday, fileP,0.9047619047619048
470,Happy bivthday, fileD,0.9047619047619048
471,Happy biythday, fileD,0.9047619047619048
472,Happy bivthday, fileD,0.9047619047619048
473,Happy bivthday, fileL,0.9047619047619048
474,Happy bivthday, filey,0.9047619047619048
475,Happy biGthday, fileD,0.9047619047619048
476,Happy biJthday, fileT,0.9047619047619048
477,Happy biXthday, fileT,0.9047619047619048
478,Happy biSthday, fileD,0.9047619047619048
479,Happy bimthday, fileP,0.9047619047619048
480,Happy biGthday, fileT,0.9047619047619048
481,Happy bivthday, fileP,0.9047619047619048
482,Happy bivthday, fileD,0.9047619047619048
483,Happy biGthday, fileT,0.9047619047619048
484,Happy birthday, fileD,0.9523809523809523
485,Happy biGthday, fileT,0.9047619047619048
486,Happy bivthday, fileD,0.9047619047619048
487,Happy bivthday, fileD,0.9047619047619048
488,Happy biJthday, fileE,0.9047619047619048
489,Happy biCthday, fileD,0.9047619047619048
490,Happy biGthday, fileD,0.9047619047619048
491,Happy bivthday, fileD,0.9047619047619048
492,Happy bivthday, fileD,0.9047619047619048
493,Happy biGthday, fileT,0.9047619047619048
494,Happy biJthday, files,0.9047619047619048
495,Happy birthday, fileD,0.9523809523809523
496,Happy birthday, fileD,0.9523809523809523
497,Happy biJthday, fileT,0.9047619047619048
498,Happy bivthday, fileD,0.9047619047619048
499,Happy bivthday, fileD,0.9047619047619048
500,Happy biFthday, fileD,0.9047619047619048
501,Happy biJthday, fileD,0.9047619047619048
502,Happy biJthday, fileD,0.9047619047619048
503,Happy biJthday, fileD,0.9047619047619048
504,Happy biathday, fileD,0.9047619047619048
505,Happy bivthday, fileD,0.9047619047619048
506,Happy bivthday, fileD,0.9047619047619048
507,Happy biJthday, fileD,0.9047619047619048
508,Happy biathday, fileD,0.9047619047619048
509,Happy bivthday, fileL,0.9047619047619048
510,Happy bivthday, fileD,0.9047619047619048
511,Happy biJthday, fileT,0.9047619047619048
512,Happy biathday, fileD,0.9047619047619048
513,Happy biathday, fileD,0.9047619047619048
514,Happy biGthday, fileT,0.9047619047619048
515,Happy biGthday, fileD,0.9047619047619048
516,Happy biBthday, fileD,0.9047619047619048
517,Happy biSthday, fileD,0.9047619047619048
518,Happy birthday, fileT,0.9523809523809523
519,Happy bivthday, fileD,0.9047619047619048
520,Happy bivthday, fileT,0.9047619047619048
521,Happy biJthday, fileD,0.9047619047619048
522,Happy biGthday, fileb,0.9047619047619048
523,Happy bivthday, fileD,0.9047619047619048
524,Happy bivthday, fileD,0.9047619047619048
525,Happy biSthday, filet,0.9047619047619048
526,Happy birthday, fileD,0.9523809523809523
527,Happy birthday, fileD,0.9523809523809523
528,Happy birthday, fileD,0.9523809523809523
529,Happy birthday, fileD,0.9523809523809523
530,Happy birthday, fileD,0.9523809523809523
531,Happy birthday, fileD,0.9523809523809523
532,Happy birthday, fileD,0.9523809523809523
533,Happy birthday, fileD,0.9523809523809523
534,Happy birthday, fileD,0.9523809523809523
535,Happy birthday, fileD,0.9523809523809523
536,Happy birthday, fileL,0.9523809523809523
537,Happy birthday, fileL,0.9523809523809523
538,Happy birthday, fileD,0.9523809523809523
539,Happy birthday, fileD,0.9523809523809523
540,Happy birthday, fileD,0.9523809523809523
541,Happy birthday, fileD,0.9523809523809523
542,Happy birthday, fileD,0.9523809523809523
543,Happy birthday, fileD,0.9523809523809523
544,Happy birthday, fileD,0.9523809523809523
545,Happy birthday, fileD,0.9523809523809523
546,Happy birthday, fileD,0.9523809523809523
547,Happy birthday, fileD,0.9523809523809523
548,Happy birthday, fileD,0.9523809523809523
549,Happy biJthday, fileD,0.9047619047619048
550,Happy birthday, fileB,0.9523809523809523
551,Happy birthday, fileB,0.9523809523809523
552,Happy birthday, fileB,0.9523809523809523
553,Happy birthday, fileT,0.9523809523809523
554,Happy birthday, fileD,0.9523809523809523
555,Happy birthday, fileB,0.9523809523809523
556,Happy birthday, fileT,0.9523809523809523
557,Happy birthday, fileT,0.9523809523809523
558,Happy birthday, fileT,0.9523809523809523
559,Happy birthday, fileD,0.9523809523809523
560,Happy birthday, fileD,0.9523809523809523
561,Happy birthday, fileT,0.9523809523809523
562,Happy birthday, fileT,0.9523809523809523
563,Happy birthday, fileD,0.9523809523809523
564,Happy birthday, fileT,0.9523809523809523
565,Happy birthday, fileT,0.9523809523809523
566,Happy birthday, filez,0.9523809523809523
567,Happy birthday, fileD,0.9523809523809523
568,Happy birthday, fileT,0.9523809523809523
569,Happy birthday, fileD,0.9523809523809523
570,Happy birthday, fileT,0.9523809523809523
571,Happy birthday, fileT,0.9523809523809523
572,Happy birthday, fileD,0.9523809523809523
573,Happy birthday, fileD,0.9523809523809523
574,Happy birthday, fileD,0.9523809523809523
575,Happy birthday, fileT,0.9523809523809523
576,Happy birthday, fileD,0.9523809523809523
577,Happy birthday, fileD,0.9523809523809523
578,Happy birthday, fileD,0.9523809523809523
579,Happy birthday, fileD,0.9523809523809523
580,Happy birthday, fileD,0.9523809523809523
581,Happy birthday, fileT,0.9523809523809523
582,Happy birthday, fileD,0.9523809523809523
583,Happy birthday, fileT,0.9523809523809523
584,Happy birthday, fileD,0.9523809523809523
585,Happy birthday, fileD,0.9523809523809523
586,Happy birthday, fileL,0.9523809523809523
587,Happy birthday, fileD,0.9523809523809523
588,Happy birthday, fileD,0.9523809523809523
589,Happy birthday, fileD,0.9523809523809523
590,Happy birthday, fileD,0.9523809523809523
591,Happy birthday, fileD,0.9523809523809523
592,Happy birthday, fileD,0.9523809523809523
593,Happy birthday, fileD,0.9523809523809523
594,Happy birthday, fileD,0.9523809523809523
595,Happy birthday, fileD,0.9523809523809523
596,Happy birthday, fileT,0.9523809523809523
597,Happy birthday, fileI,0.9523809523809523
598,Happy birthday, fileI,0.9523809523809523
599,Happy birthday, fileD,0.9523809523809523
600,Happy birthday, fileI,0.9523809523809523
